ID,FR,GB,PT,NL,DE
__SingleUse_U7RV,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
__SingleUse_4LU2,,New Text,New Text,New Text,New Text
__SingleUse_DKOU,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
__SingleUse_KIGI,,New Text,New Text,New Text,New Text
__SingleUse_GE9F,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
__SingleUse_ZT4R,,New Text,New Text,New Text,New Text
__SingleUse_HTNI,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
__SingleUse_VAA8,,New Text,New Text,New Text,New Text
__SingleUse_2V8N,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
__SingleUse_EE2L,,New Text,New Text,New Text,New Text
__SingleUse_TLJ5,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
__SingleUse_A3BY,1,New Text,New Text,New Text,New Text
__SingleUse_COKQ,,New Text,New Text,New Text,New Text
__SingleUse_2SK0,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
__SingleUse_10KD,7,New Text,New Text,New Text,New Text
__SingleUse_LSA9,8,New Text,New Text,New Text,New Text
__SingleUse_3WP3,9,New Text,New Text,New Text,New Text
__SingleUse_Y7UN,0,New Text,New Text,New Text,New Text
__SingleUse_HVN4,ESPACE,New Text,New Text,New Text,New Text
__SingleUse_S4ZO,.,New Text,New Text,New Text,New Text
__SingleUse_TE0Q,_,New Text,New Text,New Text,New Text
__SingleUse_DDYB,@,New Text,New Text,New Text,New Text
__SingleUse_CIEV,-,New Text,New Text,New Text,New Text
__SingleUse_U85J,2,New Text,New Text,New Text,New Text
__SingleUse_4FST,3,New Text,New Text,New Text,New Text
__SingleUse_EMJZ,4,New Text,New Text,New Text,New Text
__SingleUse_J5K4,5,New Text,New Text,New Text,New Text
__SingleUse_G13D,6,New Text,New Text,New Text,New Text
text_a,a,New Text,New Text,New Text,New Text
text_espace,ESPACE,New Text,New Text,New Text,New Text
text_nom_large_centre,<Value>,<Value>,<Value>,<Value>,<Value>
text_message_vanne_melange_groupe,"Pas de Vanne 3 voies mélangeuse sur la voie/sortie n°1 de la
carte REG. La voie/sortie n°1 de la carte REG doit avoir :

- La loi d'eau la plus élevée en mode chauffage
- La consigne d'eau la plus basse en mode rafraichissement",New Text,New Text,New Text,New Text
text_titre_attention,*** ATTENTION  ***,New Text,New Text,New Text,New Text
text_rafraichissement_groupe_centre_defaut,"Voulez-vous activer le rafraichissement
du Groupe ?",New Text,New Text,New Text,New Text
text_question_activation_groupe,Voulez-vous activer  <value> ?,<value>,<value>,<value>,<value>
text_message_message,<value>,<value>,<value>,<value>,<value>
text_message_titre,<value>,<value>,<value>,<value>,<value>
text_mz_groupe_A_centre_defaut,<value>,New Text<value>,New Text<value>,New Text<value>,New Text<value>
text_value_mz_centre_groupe_B,Groupe B,New Text,New Text,New Text,New Text
text_mz_groupe_B_centre_defaut,<value>,New Text<value>,New Text<value>,New Text<value>,New Text<value>
text_titre_acces_cfg_zone,Accès Cfg. Zone,New Text,New Text,New Text,New Text
text_titre_rattachement,Rattachement,New Text,New Text,New Text,New Text
text_renommer_groupe,Renommer le groupe,New Text,New Text,New Text,New Text
text_hysteresis_sonde_eau,Hystérésis sonde d'eau,New Text,New Text,New Text,New Text
text_question_activer_mode,Voulez-vous activer le mode ?,New Text,New Text,New Text,New Text
text_type_emetteur_dans_groupe,Type d'émetteur dans le groupe,New Text,New Text,New Text,New Text
text_titre_sortie_voie,Sortie / Voie,New Text,New Text,New Text,New Text
text_titre_carte_MZ,Carte Multi-zone,New Text,New Text,New Text,New Text
text_titre_type,Type,New Text,New Text,New Text,New Text
text_mz_carte_MZ1_centre_defaut,MZ1,MZ1,MZ1,MZ1,MZ1
text_type_groupe_eau_plancher,Plancher,New Text,New Text,New Text,New Text
text_type_groupe_eau_gainable,Gainable,New Text,New Text,New Text,New Text
text_mz_sortie_voie_centre_defaut,<Value>,<Value>,<Value>,<Value>,<Value>
text_mz_carte_MZ2_centre_defaut,MZ2,MZ2,MZ2,MZ2,MZ2
text_rouge_message_multizones_zones_seules,"INFORMATION :
Nécessite la présence d'une à deux cartes Multi-zones.
Dans le cas d'un gainable, il faut impérativement créer un groupe d'eau au minimum.",New Text,New Text,New Text,New Text
text_blanc_message_multizones_zones_seules,"Vous pouvez gérer jusqu'à 8 Zones. Chacune des zones dispose alors :
 - d'une consigne de température d'eau (loi d'eau)
 - d'une consigne d'ambiance",New Text,New Text,New Text,New Text
text_blanc_message_multizones_groupe,"Vous pouvez gérer jusqu'à 8 Zones avec une consigne de température d'eau individuelle pour chacunes.

OU

Effectuer un regroupement de Zones afin de créer jusqu'à 2 groupes avec  les zones ayant besoin d'un même seuil de température d'eau.
Vous pouvez aussi panacher les zones regroupées et celles régulées séparément.",New Text,New Text,New Text,New Text
text_parametrage_zone_independantes,Paramétrage des zones indépendantes,New Text,New Text,New Text,New Text
text_parametrage_groupes_et_zones,paramétrage des groupes d'eau et des zones,New Text,New Text,New Text,New Text
text_pilotage_pompe_puits,"Nécessite l'utilisationd'une carte
additionnelle.",New Text,New Text,New Text,New Text
text_part_volume_zone2,"Part du volume de la Zone 2 sur le volume
total chauffé","Part du volume de la Zone 2 sur le volume
total chauffé","Part du volume de la Zone 2 sur le volume
total chauffé","Part du volume de la Zone 2 sur le volume
total chauffé","Part du volume de la Zone 2 sur le volume
total chauffé"
text_part_volume_zone1,"Part du volume de la Zone 1 sur le volume
total chauffé",text_part_volume_zone1,text_part_volume_zone1,text_part_volume_zone1,text_part_volume_zone1
text_hz_comp_droite,<Value>,<Value>Hz,<Value>Hz,<Value>Hz,<Value>Hz
text_init_0_droite,0,New Text,New Text,New Text,New Text
__SingleUse_3UVL,0,New Text,New Text,New Text,New Text
text_init_0_centre_defaut,0,0,0,0,0
text_pression_temp_centre_defaut,<Value>b / <Value>°C,<Value>b / <Value>°C,<Value>b / <Value>°C,<Value>b / <Value>°C,<Value>b / <Value>°C
text_init_00_centre_defaut,0.0,0.0,0.0,0.0,0.0
text_var_sys_na_droite_defaut,NA,NA,NA,NA,NA
text_ballon_tampon_froid_gauche_defaut,<Value> : Température ballon tampon froid,<Value> : Température ballon tampon froid,<Value> : Température ballon tampon froid,<Value> : Température ballon tampon froid,<Value> : Température ballon tampon froid
text_pump_down_centre_defaut,Pump down,New Text,New Text,New Text,New Text
text_piscine_froid_centre_defaut,Piscine / froid,New Text,New Text,New Text,New Text
text_ecs_froid_centre_defaut,ECS / froid,New Text,New Text,New Text,New Text
text_chaud_froid_centre_defaut,Chaud / froid,New Text,New Text,New Text,New Text
text_test_cps_centre_defaut,Test composants,New Text,New Text,New Text,New Text
text_arret_urgence_centre_defaut,Arrêt urgence,New Text,New Text,New Text,New Text
text_piscine_centre_defaut,Piscine,New Text,New Text,New Text,New Text
text_froid_centre_defaut,Froid,New Text,New Text,New Text,New Text
text_chaud_centre_defaut,Chaud,New Text,New Text,New Text,New Text
text_arret_centre_defaut,Arrêt,New Text,New Text,New Text,New Text
text_releve_chaudiere_centre_defaut,Relève chaudière,New Text,New Text,New Text,New Text
text_app_chaudiere_centre_defaut,Appoint chaudière,New Text,New Text,New Text,New Text
text_regul_2_zones_droite_defaut,Ballon tampon 2 zones,Directe,Directe,Directe,Directe
text_regul_esclave_droite_defaut,Esclave,Directe,Directe,Directe,Directe
text_regul_externe_droite_defaut,Externe,Directe,Directe,Directe,Directe
text_regul_multizones_droite_defaut,Multi-zones,Directe,Directe,Directe,Directe
text_regul_bcp_interne_droite_defaut,BCP interne,Directe,Directe,Directe,Directe
text_var_sys_off_droit_defaut,Off,New Text,New Text,New Text,New Text
text_variables_systemes_centre_defaut,Variables système,New Text,New Text,New Text,New Text
text_sonde_modbus_titre_centre_defaut,Sonde modbus - ,New Text,New Text,New Text,New Text
text_aucune_sonde_centre_defaut,Aucune sonde associée,New Text,New Text,New Text,New Text
text_association_en_cours_centre_defaut,Association en cours,New Text,New Text,New Text,New Text
text_sonde_radio_titre_centre_defaut,Sonde radio - ,New Text,New Text,New Text,New Text
text_resistance_terminaison_sonde_centre_defaut,"Dans le cas d'une distance trop importante entre les équipements, il est nécessaire d'activer la résistance de terminaison 120Ω.",New Text,New Text,New Text,New Text
text_reattribution_sonde_centre_defaut,Réattribution numéro de la sonde - ,New Text,New Text,New Text,New Text
text_contact_ferme_centre_defaut,Contact fermé = demande de froid ?,DHW loop,Ciclo de AQS,Bouclage ECS,Bouclage ECS
text_adresse_rf_gauche_defaut,Numéro de la sonde RF : <Value>,Adresse modbus à programmer dans la sonde : <Value>,Adresse modbus à programmer dans la sonde : <Value>,Adresse modbus à programmer dans la sonde : <Value>,Adresse modbus à programmer dans la sonde : <Value>
text_associer_centre_defaut,Associer,No,Não,Non,Non
text_associer_dissocier_sonde_centre_defaut,"Associer / Dissocier
La sonde intérieure",Do you want to activate the DHW option?,Quer ativar a opção AQS?,Voulez-vous activer l'option ECS ?,Voulez-vous activer l'option ECS ?
text_qualite_signal_centre_defaut,Qualité du signal,Do you want to activate the DHW option?,Quer ativar a opção AQS?,Voulez-vous activer l'option ECS ?,Voulez-vous activer l'option ECS ?
text_changer_num_sonde_rf_centre_defaut,"Pour réattribuer un nouveau numéro de sonde à la zone, vous devez au préalable avoir dissocié votre sonde ainsi que celle correspondant au nouveau numéro que vous souhaitez lui affecter.",New Text,New Text,New Text,New Text
text_arret_defaut_centre_defaut,Arrêt de la zone si défaut sonde,DHW loop,Ciclo de AQS,Bouclage ECS,Bouclage ECS
text_verrouillage_consigne_centre_defaut,Verrouillage consigne,DHW loop,Ciclo de AQS,Bouclage ECS,Bouclage ECS
text_hysteresis_sonde_centre_defaut,Hystérésis sonde,Hysteresis DHW probe,Sonda de histerese para AQS,Hysteresis sonde ECS,Hysteresis sonde ECS
text_adresse_modbus_gauche_defaut,Adresse modbus à programmer dans la sonde : <Value>,Adresse modbus à programmer dans la sonde : <Value>,Adresse modbus à programmer dans la sonde : <Value>,Adresse modbus à programmer dans la sonde : <Value>,Adresse modbus à programmer dans la sonde : <Value>
text_numero_sonde_centre_defaut,Numéro de sonde,Maximum thermodynamic cycle duration or deactivate the function,Duração máxima do ciclo termodinâmico ou desativação da função,Durée du cycle thermodynamique max ou désactiver la fonction,Durée du cycle thermodynamique max ou désactiver la fonction
text_type_sonde_modbus_1_centre_defaut,Thermostat modbus 1,Directe,Directe,Directe,Directe
text_type_sonde_modbus_centre_defaut,Modèle sonde modbus,Maximum thermodynamic cycle duration or deactivate the function,Duração máxima do ciclo termodinâmico ou desativação da função,Durée du cycle thermodynamique max ou désactiver la fonction,Durée du cycle thermodynamique max ou désactiver la fonction
text_num_sonde_modbus_centre_defaut,Numéro de sonde modbus,Hysteresis DHW probe,Sonda de histerese para AQS,Hysteresis sonde ECS,Hysteresis sonde ECS
text_regul_plancher_centre_defaut,Régulation applicable que si les 2 zones sont en plancher chauffant,Nécessite l'utilisation de circulateurs pilotés,Nécessite l'utilisation de circulateurs pilotés,Nécessite l'utilisation de circulateurs pilotés,Nécessite l'utilisation de circulateurs pilotés
text_sonde_contact_centre_defaut,Entrée contact,Directe,Directe,Directe,Directe
text_sonde_modbus_centre_defaut,Modbus,Directe,Directe,Directe,Directe
text_sonde_radio_centre_defaut,Radio,Directe,Directe,Directe,Directe
text_type_sonde_centre_defaut,Type de sonde intérieure,Maximum thermodynamic cycle duration or deactivate the function,Duração máxima do ciclo termodinâmico ou desativação da função,Durée du cycle thermodynamique max ou désactiver la fonction,Durée du cycle thermodynamique max ou désactiver la fonction
text_type_emetteur_zone_centre_defaut,Type d'émetteur de la zone,Maximum thermodynamic cycle duration or deactivate the function,Duração máxima do ciclo termodinâmico ou desativação da função,Durée du cycle thermodynamique max ou désactiver la fonction,Durée du cycle thermodynamique max ou désactiver la fonction
text_sonde_rf_centre_defaut,Sonde RF,DHW loop,Ciclo de AQS,Bouclage ECS,Bouclage ECS
text_gestion_circulateur_centre_defaut,Gestion circulateur,Hysteresis DHW probe,Sonda de histerese para AQS,Hysteresis sonde ECS,Hysteresis sonde ECS
text_renommer_centre_defaut,Renommer,Hysteresis DHW probe,Sonda de histerese para AQS,Hysteresis sonde ECS,Hysteresis sonde ECS
text_param_complementaire_zone_centre_defaut,Paramètres complémentaires de la zone,New Text,New Text,New Text,New Text
text_chauffage_centre_defaut,Voulez-vous activer le chauffage ?,"Voulez-vous activer la gestion ECS
en simultané ?","Voulez-vous activer la gestion ECS
en simultané ?","Voulez-vous activer la gestion ECS
en simultané ?","Voulez-vous activer la gestion ECS
en simultané ?"
text_rafraichissement_centre_defaut,Voulez-vous activer le rafraichissement ?,"Voulez-vous activer la gestion ECS
en simultané ?","Voulez-vous activer la gestion ECS
en simultané ?","Voulez-vous activer la gestion ECS
en simultané ?","Voulez-vous activer la gestion ECS
en simultané ?"
text_var_sys_electrique_droite_defaut,Electrique,New Text,New Text,New Text,New Text
text_question_resistance_terminaison_centre_defaut,"Voulez-vous activer la résistance
de terminaison ?",New Text,New Text,New Text,New Text
text_texte_resistance_terminaison_centre_defaut,"Dans le cas de la régulation cascade, il est nécessaire d'activer la résistance de terminaison pour les deux machines aux extrémités du bus de communication.",New Text,New Text,New Text,New Text
text_temp_depart_eau_centre_defaut,Température départ eau,Maximum thermodynamic cycle duration or deactivate the function,Duração máxima do ciclo termodinâmico ou desativação da função,Durée du cycle thermodynamique max ou désactiver la fonction,Durée du cycle thermodynamique max ou désactiver la fonction
text_chauffage_zone_centre_defaut,Voulez-vous activer le chauffage de la zone ?,"Voulez-vous activer la gestion ECS
en simultané ?","Voulez-vous activer la gestion ECS
en simultané ?","Voulez-vous activer la gestion ECS
en simultané ?","Voulez-vous activer la gestion ECS
en simultané ?"
text_rafraichissement_zone_centre_defaut,Voulez-vous activer le rafraichissement de la zone ?,"Voulez-vous activer la gestion ECS
en simultané ?","Voulez-vous activer la gestion ECS
en simultané ?","Voulez-vous activer la gestion ECS
en simultané ?","Voulez-vous activer la gestion ECS
en simultané ?"
text_type_pac_inverterra_sagitair_centre_defaut,Inverterra sagitair,Inverterra R454C,Inverterra R454C,Inverterra R454C,Inverterra R454C
text_carte_mitsu_centre_defaut,Présence carte Mitsu,DHW loop,Ciclo de AQS,Bouclage ECS,Bouclage ECS
text_code_incorrect_gauche_large,Code incorrect,New Text,New Text,New Text,New Text
text_fonction_10_gauche_defaut,Fonction 10,New Text,New Text,Erreur : communication carte FRIGO,Erreur : communication carte FRIGO
text_fonction_9_gauche_defaut,Fonction 9,New Text,New Text,Erreur : communication carte FRIGO,Erreur : communication carte FRIGO
text_fonction_8_gauche_defaut,Fonction 8,New Text,New Text,Erreur : communication carte FRIGO,Erreur : communication carte FRIGO
text_info_comp_gauche_defaut,Info marche / arrêt comp.,New Text,New Text,Erreur : communication carte FRIGO,Erreur : communication carte FRIGO
text_chaud_froid_voie_2_gauche_defaut,Chaud / Froid voie 2,New Text,New Text,Erreur : communication carte FRIGO,Erreur : communication carte FRIGO
text_chaud_froid_voie_1_gauche_defaut,Chaud / Froid voie 1,New Text,New Text,Erreur : communication carte FRIGO,Erreur : communication carte FRIGO
text_def_general_gauche_defaut,Défaut général PAC,New Text,New Text,Erreur : communication carte FRIGO,Erreur : communication carte FRIGO
text_info_chaud_froid_gauche_defaut,Info Chaud / Froid,New Text,New Text,Erreur : communication carte FRIGO,Erreur : communication carte FRIGO
text_releve_pac_gauche_defaut,Relève PAC,New Text,New Text,Erreur : communication carte FRIGO,Erreur : communication carte FRIGO
text_resis_carter_gauche_defaut,Résistance carter,New Text,New Text,Erreur : communication carte FRIGO,Erreur : communication carte FRIGO
text_sortie_centre_defaut,Sortie,New Text,New Text,Erreur : communication carte FRIGO,Erreur : communication carte FRIGO
text_adapt_cons_pv_gauche_defaut,Adaptation consigne (PV),New Text,New Text,Erreur : communication carte FRIGO,Erreur : communication carte FRIGO
text_adapt_loi_eau_pv_gauche_defaut,Adaptation loi d'eau (PV),New Text,New Text,Erreur : communication carte FRIGO,Erreur : communication carte FRIGO
text_fonction_7_gauche_defaut,Fonction 7,New Text,New Text,Erreur : communication carte FRIGO,Erreur : communication carte FRIGO
text_fonction_6_gauche_defaut,Fonction 6,New Text,New Text,Erreur : communication carte FRIGO,Erreur : communication carte FRIGO
